,gender,age,sign
3993404,female,38,Aries
3396918,female,27,Leo
568146,male,24,Libra
3927019,male,26,Libra
4197790,female,24,Capricorn
3788981,female,15,Leo
3429775,male,40,Sagittarius
3555498,female,43,Aquarius
3879008,male,24,Cancer
3545692,male,26,Cancer
3602155,male,16,Taurus
3943713,female,40,Virgo
3891046,female,16,Gemini
4165721,female,13,Taurus
3805652,male,16,Cancer
3396045,male,17,Pisces
2920069,female,27,Pisces
2983546,female,33,Aries
683323,male,23,Leo
4296920,female,15,Sagittarius
3807650,male,17,Taurus
3530727,female,24,Gemini
4288149,male,17,Cancer
1026164,female,23,Aries
3599709,female,14,Gemini
4015203,male,17,Pisces
2813430,male,33,Taurus
4032198,female,23,Pisces
2935237,male,25,Virgo
3731609,female,16,Sagittarius
3948670,male,25,Leo
3769504,female,15,Aries
3463708,female,35,Aquarius
3691393,female,17,Taurus
3913916,female,14,Aquarius
3472928,female,26,Pisces
3420868,male,37,Aquarius
3612525,female,26,Gemini
2622093,male,24,Cancer
3454837,female,27,Aries
4049904,male,27,Virgo
3503162,male,23,Capricorn
4115228,female,14,Virgo
3356636,male,23,Cancer
3645207,female,23,Pisces
3736933,female,24,Leo
4045272,female,14,Capricorn
3709365,female,27,Aquarius
3368641,male,39,Pisces
2884642,female,16,Gemini
3979458,male,16,Aries
4140547,female,15,Taurus
4178842,male,15,Capricorn
4129549,male,16,Aries
3483786,female,13,Pisces
3466676,male,24,Cancer
1586479,male,17,Virgo
4008193,female,17,Gemini
4282536,female,17,Leo
3886360,female,26,Cancer
3888885,male,17,Cancer
4232507,female,16,Libra
3638212,male,14,Scorpio
3461754,male,34,Virgo
3955951,male,47,Sagittarius
3658086,female,15,Taurus
3433364,male,35,Aries
3775320,female,16,Cancer
4151397,male,17,Scorpio
3539422,male,23,Capricorn
1999563,female,14,Virgo
3753823,female,23,Leo
3825227,male,25,Libra
4076958,male,25,Sagittarius
4022720,female,25,Aquarius
4224325,female,46,Aries
3474486,female,16,Sagittarius
3645676,female,15,Libra
3698032,male,26,Taurus
1743209,male,17,Gemini
4209630,female,15,Taurus
3507970,female,16,Libra
3455762,female,24,Sagittarius
3371347,male,23,Gemini
1510754,male,24,Aries
3344523,male,24,Aquarius
2222552,female,25,Sagittarius
3408014,male,23,Pisces
3945239,male,16,Taurus
1247134,male,25,Cancer
3724797,male,24,Virgo
3991789,male,24,Aries
3356810,male,23,Libra
3446198,male,17,Gemini
3408676,female,17,Pisces
4030519,male,17,Capricorn
3739781,male,17,Aquarius
3827542,female,25,Scorpio
841771,female,25,Sagittarius
2505824,female,15,Capricorn
1772134,male,17,Capricorn
3793313,male,16,Aquarius
3532940,male,23,Pisces
3391514,male,24,Pisces
2052292,male,26,Cancer
4035743,male,17,Libra
3593363,male,17,Taurus
4259730,male,38,Aquarius
485307,male,17,Cancer
756492,male,25,Leo
3490604,female,14,Cancer
3656954,female,24,Cancer
4176249,male,15,Leo
3375813,male,34,Aries
2400509,male,16,Aquarius
4200930,male,38,Virgo
3326762,male,23,Taurus
4270503,male,16,Sagittarius
1407084,male,17,Leo
3474047,male,17,Libra
3751205,female,25,Libra
3673739,female,17,Cancer
3659628,male,14,Pisces
4220192,male,24,Leo
4117482,female,14,Aries
3916926,female,14,Libra
4253344,female,23,Leo
3673114,male,24,Scorpio
3381776,female,27,Scorpio
3393025,female,23,Taurus
3467296,male,24,Virgo
3553548,male,44,Pisces
4212494,male,17,Virgo
3563849,male,27,Libra
3736053,male,24,Aries
3509474,male,25,Taurus
2461522,male,25,Taurus
3932588,female,27,Taurus
3843387,female,25,Capricorn
2525415,female,33,Virgo
3747394,male,26,Virgo
3975428,male,15,Pisces
3571177,male,16,Capricorn
3687079,male,35,Aquarius
3250576,female,23,Scorpio
3772671,male,42,Scorpio
3827508,female,16,Taurus
3784810,female,14,Capricorn
3858699,female,33,Libra
2709783,female,23,Scorpio
3817817,female,34,Capricorn
3038350,male,16,Aries
3798730,female,17,Pisces
3526674,female,13,Libra
4090360,male,16,Sagittarius
3242040,female,35,Leo
3592012,female,15,Aries
3771466,female,33,Pisces
3657635,female,33,Libra
3863955,male,16,Aquarius
3830349,female,24,Gemini
3350573,male,23,Pisces
4190005,female,14,Cancer
4248403,male,27,Cancer
3388386,male,14,Taurus
3350777,male,23,Pisces
3744262,female,35,Scorpio
4185590,female,34,Virgo
3831342,female,46,Scorpio
3163091,male,17,Cancer
3434050,female,24,Capricorn
4137488,male,25,Taurus
3397311,female,13,Scorpio
4047559,male,24,Cancer
3410411,male,16,Pisces
4020621,male,15,Capricorn
2944830,female,27,Aries
3548452,female,23,Aries
3904961,female,23,Cancer
3776407,female,17,Gemini
3391873,female,14,Aquarius
2576804,female,27,Scorpio
3006740,male,17,Gemini
3786006,female,24,Aquarius
1978620,female,24,Virgo
118791,male,33,Virgo
4160829,male,39,Aquarius
3435397,female,16,Gemini
2751885,female,24,Pisces
3517645,female,24,Gemini
4192880,male,17,Sagittarius
798653,male,26,Aquarius
3593805,female,15,Sagittarius
3686725,male,41,Scorpio
3703686,male,16,Libra
3735480,male,16,Gemini
2856529,male,24,Gemini
3599618,female,27,Taurus
2564179,male,17,Aries
3970704,female,26,Aries
3434024,male,17,Pisces
3752973,female,38,Sagittarius
670314,male,24,Leo
4022024,male,17,Scorpio
4183743,male,15,Cancer
3248079,male,23,Aries
3573466,female,26,Capricorn
3480399,female,35,Leo
3672318,male,17,Aries
2519426,male,17,Aries
3649247,female,15,Pisces
3457392,male,23,Taurus
3825690,female,38,Pisces
518116,female,27,Pisces
3677767,male,17,Sagittarius
1952911,male,24,Aquarius
2267484,female,15,Gemini
3661101,female,14,Gemini
3813631,female,17,Cancer
4128514,female,25,Aquarius
3346463,female,14,Scorpio
3562533,female,26,Aries
2978905,female,25,Virgo
3981720,male,24,Libra
2956153,male,34,Capricorn
3296075,male,24,Pisces
3387104,female,13,Sagittarius
2164249,female,27,Virgo
3525177,female,26,Scorpio
3992059,female,24,Leo
3985608,male,16,Taurus
3317054,male,27,Aquarius
1464983,male,24,Cancer
3504914,male,16,Libra
4200075,male,14,Scorpio
1363208,male,25,Aquarius
4137686,male,15,Gemini
3954425,male,23,Aquarius
1091544,male,36,Pisces
3326544,male,23,Leo
670684,male,24,Libra
3832593,male,23,Taurus
3838427,male,15,Taurus
3664429,male,23,Aquarius
4228481,female,14,Gemini
3748540,female,13,Aries
4006546,male,33,Capricorn
3053691,male,26,Leo
1476382,male,33,Gemini
3649022,female,27,Gemini
2406842,female,13,Leo
3519080,male,16,Aquarius
2446045,female,17,Gemini
3967485,female,27,Gemini
3689412,male,24,Pisces
3053278,male,17,Cancer
3313637,male,26,Aquarius
3465724,male,17,Gemini
731789,male,23,Virgo
794223,female,23,Aries
3848272,male,27,Pisces
3639395,female,42,Aquarius
3165287,male,17,Aquarius
4114403,female,24,Scorpio
3324876,male,43,Capricorn
4153918,male,23,Sagittarius
3757297,female,27,Pisces
4041305,female,16,Gemini
3753339,female,23,Taurus
3416828,male,16,Taurus
4258559,male,26,Scorpio
3884933,male,36,Leo
2623021,female,14,Virgo
4192949,female,25,Aries
3883977,female,17,Leo
3294867,male,23,Pisces
3330151,female,26,Leo
2639424,male,25,Gemini
3986985,female,17,Cancer
3784161,female,17,Leo
4252738,female,17,Cancer
2100479,female,24,Capricorn
1632855,male,27,Aries
4212527,male,36,Leo
3765956,male,23,Libra
3296257,female,17,Gemini
3800453,male,17,Cancer
3936403,male,26,Leo
4141011,male,25,Cancer
3554195,female,27,Aries
3828431,male,23,Scorpio
3963221,male,45,Scorpio
3468910,female,14,Cancer
3882288,male,16,Virgo
4198552,female,24,Cancer
3892230,male,27,Aquarius
3510670,female,13,Leo
3885952,male,24,Aries
3653480,female,15,Capricorn
2857161,male,23,Aquarius
3099908,female,14,Libra
1205193,female,15,Scorpio
4167650,female,16,Sagittarius
3651531,female,14,Leo
3466221,male,26,Leo
3953308,female,16,Pisces
3417704,female,25,Scorpio
3900313,male,26,Gemini
3679764,male,36,Libra
3434703,male,24,Taurus
3348806,male,24,Taurus
3897565,female,37,Sagittarius
4156445,female,26,Capricorn
4047838,male,23,Virgo
4161453,female,42,Aquarius
3939608,male,16,Taurus
3542795,female,17,Cancer
4257161,male,34,Gemini
2647194,male,15,Scorpio
3450856,female,23,Scorpio
3324914,male,16,Virgo
2862985,male,24,Aquarius
3392843,male,15,Capricorn
3685319,male,17,Virgo
3486607,female,16,Sagittarius
3329341,male,37,Sagittarius
4242096,male,38,Virgo
4320394,female,27,Sagittarius
3692727,female,16,Aquarius
3029772,female,16,Aquarius
3925196,female,41,Cancer
3676220,female,26,Scorpio
4126332,female,23,Libra
3993096,male,26,Aries
3819311,male,15,Cancer
3703956,male,25,Cancer
3913716,male,13,Gemini
3306664,male,36,Sagittarius
3478332,female,23,Aquarius
4234833,male,17,Cancer
3887995,male,23,Aries
4281906,female,17,Pisces
3986222,female,16,Leo
4252126,male,15,Pisces
3632192,female,26,Cancer
1245805,male,26,Gemini
3492066,female,34,Cancer
1371155,female,23,Scorpio
1874629,male,15,Aries
4210323,female,15,Scorpio
3579436,male,15,Aquarius
4053394,male,17,Aquarius
4075607,female,24,Taurus
4216915,male,16,Aries
3994129,male,23,Sagittarius
3970840,female,24,Aquarius
3875220,male,27,Sagittarius
4242995,female,16,Leo
3869771,female,24,Taurus
3516981,male,25,Taurus
4120936,male,14,Scorpio
3450991,female,36,Sagittarius
3559470,female,17,Leo
3609592,male,14,Sagittarius
3528891,female,41,Aquarius
2996899,male,17,Capricorn
4127317,female,27,Taurus
3963730,male,24,Gemini
3711805,male,23,Aries
3409756,male,34,Capricorn
3837751,male,15,Capricorn
792246,male,17,Virgo
3655640,female,24,Virgo
3587860,female,24,Cancer
3922522,female,17,Gemini
3542788,female,15,Gemini
4213501,female,35,Scorpio
3960391,male,14,Libra
3643085,male,26,Virgo
2938013,male,23,Capricorn
3520535,male,17,Gemini
3500326,female,26,Taurus
3466843,female,24,Scorpio
4042525,female,25,Sagittarius
3457210,female,24,Aquarius
4200691,male,23,Gemini
4237233,male,25,Virgo
3491675,male,16,Aries
1450587,female,15,Aquarius
3750625,male,15,Aries
3413322,male,25,Capricorn
4005113,female,16,Libra
3476516,male,27,Taurus
3682985,male,26,Scorpio
3673965,male,14,Aries
4171449,male,26,Taurus
3565716,male,43,Pisces
1698420,male,17,Virgo
3198359,male,23,Gemini
3867382,female,16,Sagittarius
3917236,female,23,Taurus
4287247,male,39,Cancer
3075466,female,34,Pisces
3484053,female,14,Cancer
4266235,male,23,Libra
854992,female,17,Aries
3869006,male,15,Scorpio
3928803,female,23,Aquarius
4257012,female,23,Sagittarius
3697595,male,26,Virgo
4200756,female,17,Aquarius
3992840,female,24,Scorpio
3883279,female,14,Libra
1284157,female,16,Scorpio
3470199,female,17,Capricorn
1524664,female,23,Capricorn
4312747,female,13,Libra
3390782,female,17,Libra
3332685,female,17,Taurus
3506080,male,16,Cancer
4079313,male,17,Scorpio
3486419,male,24,Libra
2753901,male,25,Libra
1406453,female,17,Capricorn
3379710,male,16,Aquarius
3545843,male,17,Aquarius
3371144,male,16,Sagittarius
4135163,female,13,Sagittarius
3358452,female,25,Sagittarius
3091107,male,23,Leo
3869367,female,36,Sagittarius
4091963,female,39,Leo
2733193,female,33,Capricorn
3811373,female,25,Leo
4301665,female,25,Virgo
3534514,male,25,Capricorn
3320645,male,48,Sagittarius
3659771,female,25,Virgo
4127198,male,34,Taurus
3318771,male,17,Aries
416458,male,26,Libra
2069530,female,23,Taurus
3370842,female,14,Capricorn
3763549,male,23,Virgo
3984265,male,15,Gemini
2542729,male,26,Scorpio
3354828,male,16,Gemini
3339337,male,26,Aquarius
4062825,female,15,Virgo
3415290,male,17,Gemini
3483026,female,13,Taurus
3611387,female,35,Gemini
26357,male,27,Leo
4202190,female,25,Taurus
4283318,female,27,Taurus
3433768,female,25,Pisces
3444434,female,17,Gemini
4272319,female,25,Pisces
3901325,male,14,Scorpio
3542037,male,27,Taurus
3586375,female,27,Gemini
1861336,female,26,Scorpio
2717718,female,15,Sagittarius
3540941,male,24,Capricorn
3543674,female,24,Aries
4220602,female,24,Taurus
4000393,female,23,Scorpio
2983072,female,16,Leo
720744,female,26,Pisces
3699877,male,27,Aries
2965205,male,33,Gemini
3476629,female,23,Virgo
3933868,male,26,Taurus
4015673,male,39,Virgo
3965033,male,23,Gemini
3984120,male,26,Sagittarius
4325275,female,17,Libra
3822771,female,13,Virgo
3367301,male,26,Cancer
3820844,female,13,Sagittarius
3361208,female,15,Libra
3878406,male,26,Leo
4237045,female,27,Sagittarius
3942402,male,16,Pisces
4156442,female,26,Leo
3016212,female,35,Aries
3230400,male,24,Aquarius
1429393,female,35,Aries
3944476,male,16,Aries
3537266,male,42,Leo
2871837,male,26,Scorpio
4067405,female,23,Scorpio
3592827,female,15,Aries
4160190,female,25,Taurus
505174,female,24,Aries
2517325,female,26,Virgo
4111282,female,24,Taurus
4051680,female,15,Aries
3624847,female,25,Sagittarius
3052011,male,36,Sagittarius
1957684,male,23,Capricorn
3093247,female,23,Aquarius
3703248,male,24,Virgo
3236014,female,17,Virgo
3981433,male,17,Virgo
3348245,female,34,Leo
4232299,female,24,Aries
3656485,male,17,Aquarius
3752338,female,15,Aquarius
4112653,female,15,Sagittarius
3952709,male,15,Leo
1473902,female,25,Pisces
3574878,female,38,Sagittarius
3968220,female,26,Aquarius
3895628,female,16,Leo
1472662,male,23,Aries
3344991,male,25,Scorpio
3409602,female,17,Virgo
3692986,male,39,Scorpio
3957657,male,16,Virgo
618655,male,17,Cancer
4210308,male,24,Gemini
3930829,female,23,Aquarius
3392141,female,23,Gemini
3377802,female,13,Taurus
3681566,male,14,Scorpio
1114816,male,47,Pisces
3783980,female,35,Capricorn
3764815,female,17,Cancer
3555483,male,16,Scorpio
3842735,male,35,Scorpio
3940545,female,24,Scorpio
2989226,male,15,Aquarius
3378859,male,17,Capricorn
4171457,female,27,Libra
3233043,male,25,Aquarius
3626099,female,25,Libra
4214721,female,24,Cancer
4192976,male,25,Scorpio
3554009,female,41,Aquarius
2651675,female,14,Pisces
3382490,male,46,Capricorn
1982286,male,25,Sagittarius
4125134,female,25,Pisces
3702111,male,14,Scorpio
4200029,male,24,Aquarius
2998091,female,48,Virgo
2673145,female,25,Leo
3328531,male,17,Scorpio
2530477,male,16,Taurus
3828348,female,26,Leo
3569187,female,13,Aquarius
2970791,male,14,Sagittarius
3732174,female,43,Leo
4242860,female,27,Gemini
1427339,female,17,Libra
3723317,male,23,Libra
3536384,male,16,Libra
3289510,male,17,Capricorn
3863242,male,23,Aquarius
3418238,female,14,Gemini
4115871,male,26,Capricorn
3450151,female,15,Sagittarius
3352091,male,17,Leo
3540854,male,27,Virgo
3613029,female,25,Aries
3743431,female,27,Virgo
3527973,female,24,Cancer
2543418,female,16,Aquarius
3375764,male,14,Aquarius
3462164,male,27,Sagittarius
3765257,female,27,Taurus
3649439,female,15,Taurus
3443511,male,15,Aquarius
4127825,male,14,Capricorn
3559752,male,27,Gemini
4000798,male,14,Aries
4265712,male,25,Sagittarius
3520038,female,16,Pisces
1440291,female,23,Pisces
3704644,male,26,Pisces
4056080,male,27,Taurus
3732266,female,17,Cancer
3771987,male,42,Capricorn
3442683,male,27,Aries
3837183,male,38,Scorpio
4015947,female,23,Pisces
3689362,female,16,Virgo
3536448,female,25,Aries
1438491,male,16,Aries
3884381,male,33,Capricorn
3729707,male,23,Virgo
318564,female,24,Virgo
3697418,female,37,Virgo
3942024,female,13,Pisces
4141276,female,25,Capricorn
4165301,female,17,Leo
2870823,female,16,Capricorn
3807286,male,24,Scorpio
3533250,male,39,Scorpio
4047218,female,24,Gemini
3772425,male,13,Aquarius
1815939,male,25,Virgo
3509908,female,16,Aries
3493432,male,24,Virgo
4282421,female,33,Capricorn
3415204,female,34,Cancer
3998954,male,23,Capricorn
3453908,female,25,Aquarius
970036,male,23,Libra
3390046,male,23,Aquarius
3987541,male,23,Scorpio
3158772,female,15,Aries
3237356,male,17,Leo
4077075,female,36,Gemini
3496660,male,36,Virgo
3576670,male,36,Cancer
3189650,female,25,Taurus
3799490,female,25,Pisces
4321351,male,16,Aquarius
3835557,male,17,Taurus
1852942,male,23,Libra
3750918,male,17,Virgo
3868792,male,33,Pisces
3903248,male,23,Gemini
4217177,male,17,Virgo
1297806,female,23,Aquarius
3763207,male,15,Capricorn
4201710,male,17,Capricorn
3514207,female,26,Taurus
3321855,male,27,Virgo
3919252,male,16,Libra
3974484,female,34,Pisces
3414631,female,35,Virgo
1895352,male,25,Aquarius
4223185,male,34,Pisces
4296762,male,16,Libra
3817943,female,17,Scorpio
3232749,male,27,Capricorn
2092651,female,16,Libra
3886099,male,25,Scorpio
4291988,female,42,Virgo
4208187,male,14,Capricorn
2930579,female,27,Sagittarius
3956655,female,15,Aries
3559692,female,36,Capricorn
4225262,female,16,Aries
3837238,male,25,Aries
3527005,female,24,Taurus
3156104,female,26,Virgo
3593121,male,14,Virgo
3989310,female,15,Aries
3682552,female,15,Libra
2228840,male,33,Aries
3331464,female,40,Gemini
3585921,male,34,Taurus
3541805,male,37,Capricorn
3623327,male,17,Virgo
3303998,male,17,Scorpio
1705067,female,27,Pisces
151688,male,27,Cancer
4303694,male,14,Taurus
3768803,male,17,Virgo
4062762,male,27,Sagittarius
215223,male,41,Virgo
3874467,female,16,Libra
3935824,female,34,Pisces
4257680,female,14,Pisces
4045507,female,17,Capricorn
3523963,male,24,Capricorn
3602675,female,23,Aquarius
2033501,male,17,Cancer
776291,male,23,Virgo
3982622,female,26,Scorpio
3683026,male,46,Gemini
1652671,male,16,Capricorn
1730459,female,26,Leo
4117717,female,16,Sagittarius
3528859,male,26,Taurus
3401578,male,16,Leo
3374233,male,25,Cancer
3610238,female,36,Leo
3824515,male,17,Capricorn
3600019,male,17,Capricorn
3733787,male,26,Taurus
4086960,female,25,Scorpio
3323847,male,34,Pisces
3541308,female,15,Cancer
4267852,female,23,Gemini
3063334,male,17,Sagittarius
4282387,female,27,Leo
2020102,female,16,Virgo
2888494,female,17,Leo
3440462,male,25,Scorpio
4186224,male,23,Aquarius
3396576,female,13,Scorpio
3415194,female,45,Sagittarius
3182387,male,41,Aries
3420569,female,23,Gemini
1757463,male,24,Gemini
3693753,male,14,Scorpio
4057854,male,16,Aquarius
3527777,female,16,Sagittarius
3315742,male,27,Virgo
3298655,male,24,Leo
3687581,female,16,Pisces
3779672,female,26,Taurus
3597422,female,35,Leo
1960230,male,17,Virgo
3822811,male,14,Virgo
4210952,female,23,Pisces
3631967,female,17,Virgo
2808818,male,16,Capricorn
4022433,female,25,Sagittarius
3839532,female,48,Leo
3877203,male,36,Aries
3794666,female,15,Scorpio
3995041,female,15,Capricorn
4149162,female,26,Libra
3586185,female,25,Scorpio
4266531,female,14,Gemini
3334997,female,41,Aquarius
3647663,female,45,Sagittarius
1593902,male,15,Taurus
3729295,male,33,Cancer
3922549,male,23,Pisces
4139569,male,17,Virgo
3305195,female,27,Libra
3340458,male,26,Libra
4112201,male,13,Libra
3929649,female,16,Sagittarius
3684776,male,17,Taurus
3881416,female,17,Gemini
3475448,female,25,Leo
2619111,male,23,Taurus
3430263,female,17,Cancer
3863296,male,14,Aries
2517532,female,24,Aries
3792603,male,14,Scorpio
2999764,male,16,Sagittarius
3875578,female,25,Scorpio
813893,female,17,Taurus
4260283,male,42,Libra
3451696,female,24,Virgo
3976948,female,16,Gemini
3529719,female,23,Capricorn
3526907,female,27,Libra
3178584,male,24,Virgo
3907642,female,24,Sagittarius
2501658,male,17,Capricorn
3548891,female,25,Leo
2972931,male,15,Leo
4246863,male,27,Virgo
3936510,male,17,Scorpio
3051630,female,26,Aries
2320252,male,36,Aquarius
3998633,female,15,Aquarius
4315784,male,26,Aries
4300645,male,15,Leo
3599786,female,26,Sagittarius
3715073,female,25,Cancer
4035686,female,23,Virgo
4325082,female,38,Sagittarius
3310057,male,24,Gemini
1680014,male,24,Gemini
3730866,female,25,Aries
3709476,female,23,Cancer
3568204,female,25,Scorpio
3399237,female,17,Virgo
4109640,male,25,Sagittarius
3562339,female,14,Pisces
4054581,female,26,Sagittarius
4256380,female,26,Taurus
1950641,male,26,Aquarius
3934552,male,13,Scorpio
3410625,female,17,Taurus
3560887,male,47,Virgo
4161613,male,17,Sagittarius
4312266,female,17,Taurus
3325171,male,24,Virgo
980769,male,25,Capricorn
3346341,female,15,Scorpio
